time;mode;x_int;pitch;vel;ang_vel_y;xRef_x;xRef_theta;xRef_dx;u_cmd;u_L;u_R;com_x;com_y;com_z;roll;pitch_imu;yaw;v_ref_cmd;v_L_ref;v_R_ref
0.967526;INIT;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.060000;3.582652;3.582652;3.582652;0.004593;-0.000000;-0.044205;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
0.969575;INIT;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.060000;3.582652;3.582652;3.582652;0.004593;-0.000000;-0.044205;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
0.971525;INIT;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.060000;3.582652;3.582652;3.582652;0.004593;-0.000000;-0.044205;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
0.973685;INIT;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.060000;3.582652;3.582652;3.582652;0.004593;-0.000000;-0.044205;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
0.975684;INIT;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.060000;3.582652;3.582652;3.582652;0.004593;-0.000000;-0.044205;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
0.977690;INIT;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.060000;3.582652;3.582652;3.582652;0.004593;-0.000000;-0.044205;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
0.979742;INIT;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.060000;3.582652;3.582652;3.582652;0.004593;-0.000000;-0.044205;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
0.981732;INIT;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.060000;3.582652;3.582652;3.582652;0.004593;-0.000000;-0.044205;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
0.983680;INIT;-1.202548;1.118465;-601.273839;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-20.137478;-3.920363;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
0.985752;INIT;-1.203231;1.118465;-0.341489;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-20.151138;-3.920363;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
0.988221;INIT;-1.203800;1.118465;-0.284472;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-20.162517;-3.920363;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
0.990374;INIT;-1.204381;1.118465;-0.290934;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-20.174154;-3.920363;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
0.992303;INIT;-1.204588;1.118465;-0.103441;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-20.178292;-3.920363;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
0.994342;INIT;-1.204650;1.118465;-0.031029;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-20.179533;-3.920363;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
0.996349;INIT;-1.204627;1.118465;0.011640;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-20.179068;-3.920363;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
0.997989;INIT;-1.204340;1.118465;0.143539;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-20.173326;-3.920363;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
0.999569;INIT;-1.204172;1.118465;0.084053;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-20.169964;-3.920363;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.001551;INIT;-1.203727;1.118465;0.222414;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-20.161067;-3.920363;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.003554;INIT;-1.203137;1.118465;0.294827;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-20.149274;-3.920363;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.005559;INIT;-1.202403;1.118465;0.367239;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-20.134585;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.007550;INIT;-1.201524;1.118465;0.439651;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-20.116999;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.009630;INIT;-1.200500;1.118465;0.512064;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-20.096516;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.011658;INIT;-1.199331;1.118465;0.584476;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-20.073137;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.013540;INIT;-1.198692;1.118465;0.319393;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-20.060361;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.015751;INIT;-1.197306;1.118465;0.693095;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-20.032638;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.017779;INIT;-1.195775;1.118465;0.765507;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-20.002017;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.019939;INIT;-1.193207;1.118465;1.284034;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-19.950656;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.021959;INIT;-1.191313;1.118465;0.946538;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-19.912795;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.023938;INIT;-1.190313;1.118465;0.500424;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-19.892778;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.025579;INIT;-1.188202;1.118465;1.055157;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-19.850571;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.027589;INIT;-1.185947;1.118465;1.127569;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-19.805469;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.029563;INIT;-1.183547;1.118465;1.199982;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-19.757469;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.031688;INIT;-1.181002;1.118465;1.272394;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-19.706574;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.033685;INIT;-1.178313;1.118465;1.344807;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-19.652781;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.035527;INIT;-1.175478;1.118465;1.417219;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-19.596093;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.037528;INIT;-1.172499;1.118465;1.489632;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-19.536507;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.039670;INIT;-1.169375;1.118465;1.562045;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-19.474026;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.041609;INIT;-1.166106;1.118465;1.634457;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-19.408647;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.043703;INIT;-1.162692;1.118465;1.706870;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-19.340373;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.045610;INIT;-1.159134;1.118465;1.779283;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-19.269201;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.047704;INIT;-1.155430;1.118465;1.851696;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-19.195133;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.049830;INIT;-1.151582;1.118465;1.924109;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-19.118169;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.051897;INIT;-1.149604;1.118465;0.989209;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-19.078601;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.053659;INIT;-1.143451;1.118465;3.076247;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-18.955551;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.055566;INIT;-1.141328;1.118465;1.061622;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-18.913086;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.057546;INIT;-1.136973;1.118465;2.177554;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-18.825984;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.059549;INIT;-1.132473;1.118465;2.249966;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-18.735985;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.061664;INIT;-1.127828;1.118465;2.322379;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-18.643090;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.063732;INIT;-1.123039;1.118465;2.394792;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-18.547298;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.065671;INIT;-1.118104;1.118465;2.467205;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-18.448610;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.067656;INIT;-1.113025;1.118465;2.539618;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-18.347026;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.069614;INIT;-1.107801;1.118465;2.612031;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-18.242544;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.071771;INIT;-1.102432;1.118465;2.684444;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-18.135167;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.073499;INIT;-1.096918;1.118465;2.756857;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-18.024892;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.075705;INIT;-1.091260;1.118465;2.829270;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-17.911722;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.077687;INIT;-1.085456;1.118465;2.901683;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-17.795654;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.079796;INIT;-1.079508;1.118465;2.974096;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-17.676690;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.081521;INIT;-1.073415;1.118465;3.046508;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-17.554830;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.083573;INIT;-1.070314;1.118465;1.550409;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-17.492814;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.085566;INIT;-1.064004;1.118465;3.155127;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-17.366609;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.087664;INIT;-1.057549;1.118465;3.227540;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-17.237507;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.089582;INIT;-1.047595;1.118465;4.977083;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-17.038424;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.091473;INIT;-1.044204;1.118465;1.695234;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-16.970614;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.093527;INIT;-1.037315;1.118465;3.444777;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-16.832823;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.095528;INIT;-1.030281;1.118465;3.517189;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-16.692136;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.097418;INIT;-1.023101;1.118465;3.589602;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-16.548552;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.099444;INIT;-1.015777;1.118465;3.662014;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-16.402071;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.101490;INIT;-1.008308;1.118465;3.734426;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-16.252694;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.103472;INIT;-1.000695;1.118465;3.806838;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-16.100421;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.105499;INIT;-0.992936;1.118465;3.879250;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-15.945251;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.107480;INIT;-0.985033;1.118465;3.951661;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-15.787184;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.109397;INIT;-0.976985;1.118465;4.024073;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-15.626221;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.111420;INIT;-0.968792;1.118465;4.096485;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-15.462362;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.113417;INIT;-0.960454;1.118465;4.168897;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-15.295606;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.115421;INIT;-0.951971;1.118465;4.241308;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-15.125954;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.117527;INIT;-0.943344;1.118465;4.313720;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-14.953405;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.119534;INIT;-0.934572;1.118465;4.386132;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-14.777960;-3.920362;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.121482;INIT;-0.925655;1.118465;4.458544;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-14.599618;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.123491;INIT;-0.916593;1.118465;4.530956;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-14.418380;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.125514;INIT;-0.907386;1.118465;4.603368;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-14.234245;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.127497;INIT;-0.898034;1.118465;4.675780;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-14.047214;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.129523;INIT;-0.888538;1.118465;4.748192;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-13.857286;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.131718;INIT;-0.878897;1.118465;4.820604;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-13.664462;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.133501;INIT;-0.869111;1.118465;4.893017;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-13.468742;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.135500;INIT;-0.859180;1.118465;4.965429;-0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-13.270124;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.137809;INIT;-0.849180;1.118465;5.000000;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-13.070124;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.140616;INIT;-0.839180;1.118465;5.000000;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-12.870124;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.143469;INIT;-0.824180;1.118465;7.500001;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-12.570124;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.147120;INIT;-0.814180;1.118465;5.000000;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-12.370124;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.150961;INIT;-0.799180;1.118465;7.500001;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-12.070124;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.154574;INIT;-0.784180;1.118465;7.500001;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-11.770124;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.157429;INIT;-0.769180;1.118465;7.500001;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-11.470124;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.161646;INIT;-0.754180;1.118465;7.500001;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-11.170124;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.164517;INIT;-0.734180;1.118465;10.000001;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-10.770124;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.167251;INIT;-0.719180;1.118465;7.500001;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-10.470124;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.169829;INIT;-0.709180;1.118465;5.000000;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-10.270124;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.174102;INIT;-0.694180;1.118465;7.500001;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-9.970124;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.177018;INIT;-0.674180;1.118465;10.000001;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-9.570124;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.180732;INIT;-0.664180;1.118465;5.000000;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-9.370124;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.184915;INIT;-0.649180;1.118465;7.500001;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-9.070124;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.188477;INIT;-0.634180;1.118465;7.500001;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-8.770124;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.191253;INIT;-0.619180;1.118465;7.500001;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-8.470124;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.195393;INIT;-0.604180;1.118465;7.500001;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-8.170124;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.198517;INIT;-0.584180;1.118465;10.000001;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-7.770124;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.201413;INIT;-0.574180;1.118465;5.000000;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-7.570124;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.205483;INIT;-0.559180;1.118465;7.500001;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-7.270124;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.209158;INIT;-0.539180;1.118465;10.000001;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-6.870124;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.212550;INIT;-0.529180;1.118465;5.000000;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-6.670124;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.216591;INIT;-0.514180;1.118465;7.500001;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-6.370124;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.219635;INIT;-0.494180;1.118465;10.000001;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-5.970124;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.222583;INIT;-0.484180;1.118465;5.000000;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-5.770124;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.226124;INIT;-0.469180;1.118465;7.500001;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-5.470124;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.230329;INIT;-0.449180;1.118465;10.000001;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-5.070124;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.233046;INIT;-0.434180;1.118465;7.500001;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-4.770124;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.236367;INIT;-0.419180;1.118465;7.500001;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-4.470124;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.240592;INIT;-0.409180;1.118465;5.000000;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-4.270124;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.243386;INIT;-0.389180;1.118465;10.000001;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-3.870124;-3.920361;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.245277;INIT;-0.379180;1.118465;5.000000;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-3.670124;-3.920360;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.247119;INIT;-0.369180;1.118465;5.000000;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-3.470124;-3.920360;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.248841;INIT;-0.359180;1.118465;5.000000;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-3.270124;-3.920360;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.250553;INIT;-0.349180;1.118465;5.000000;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-3.070124;-3.920360;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.251911;INIT;-0.344180;1.118465;2.500000;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-2.970124;-3.920360;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.254003;INIT;-0.339180;1.118465;2.500000;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-2.870124;-3.920360;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.255987;INIT;-0.329180;1.118465;5.000000;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-2.670124;-3.920360;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.258011;INIT;-0.319180;1.118465;5.000000;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-2.470124;-3.920360;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
1.260003;INIT;-0.309180;1.118465;5.000000;0.000000;0.000000;0.000000;0.060000;5.000000;5.000000;5.000000;-2.270124;-3.920360;0.066393;-0.000000;1.118465;-0.000105;0.000000;0.000000;0.000000
